         55880329 function calls (55871021 primitive calls) in 89.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 byteflow.py:1087(pc_initial)
        4    0.000    0.000    0.000    0.000 base.py:817(get_dummy_type)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:299(check)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:101(get_analysis)
        2    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        2    0.000    0.000    0.000    0.000 types.py:553(__eq__)
        2    0.000    0.000    0.000    0.000 utils.py:317(__len__)
        2    0.000    0.000    0.000    0.000 ir_utils.py:2085(<listcomp>)
        4    0.000    0.000    0.000    0.000 analysis.py:478(<listcomp>)
        2    0.000    0.000    0.000    0.000 controlflow.py:158(post_dominators)
        2    0.000    0.000    0.000    0.000 controlflow.py:491(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dispatcher.py:119(_get_implementation)
        2    0.000    0.000    0.000    0.000 byteflow.py:1286(get_outgoing_states)
        2    0.000    0.000    0.000    0.000 byteflow.py:1320(__init__)
        2    0.000    0.000    0.000    0.000 base.py:338(nonconst_module_attrs)
        2    0.000    0.000    0.000    0.000 nrt.py:49(_init_guard)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 context.py:146(init)
        1    0.000    0.000    0.000    0.000 models.py:33(__init__)
        8    0.000    0.000    0.000    0.000 models.py:233(from_argument)
        4    0.000    0.000    0.000    0.000 interpreter.py:358(code_names)
        2    0.000    0.000    0.000    0.000 byteflow.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:104(<lambda>)
        4    0.000    0.000    0.000    0.000 typeinfer.py:1714(propagate_finished)
        1    0.000    0.000    0.000    0.000 graph_abs.py:47(get_homeless)
        2    0.000    0.000    0.000    0.000 npyimpl.py:325(_pack_output_values)
        2    0.000    0.000    0.000    0.000 npyimpl.py:371(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 ir.py:957(infer_constant)
        4    0.000    0.000    0.000    0.000 interpreter.py:350(code_consts)
        2    0.000    0.000    0.000    0.000 byteflow.py:1323(infos)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        6    0.000    0.000    0.000    0.000 functools.py:720(<listcomp>)
        6    0.000    0.000    0.000    0.000 functools.py:721(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:476(packed)
        2    0.000    0.000    0.000    0.000 debuginfo.py:49(__init__)
        2    0.000    0.000    0.000    0.000 bytecode.py:199(<genexpr>)
        2    0.000    0.000    0.000    0.000 callconv.py:342(_make_call_helper)
        2    0.000    0.000    0.000    0.000 codegen.py:108(codegen)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 debuginfo.py:58(mark_subprogram)
        2    0.000    0.000    0.000    0.000 byteflow.py:1120(blockstack_initial)
        2    0.000    0.000    0.000    0.000 byteflow.py:1310(<dictcomp>)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:113(<listcomp>)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:753(_debug_dump)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:247(finalized)
        2    0.000    0.000    0.000    0.000 caching.py:97(load_overload)
        2    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
        2    0.000    0.000    0.000    0.000 values.py:615(basic_blocks)
        2    0.000    0.000    0.000    0.000 templates.py:54(pysig)
        2    0.000    0.000    0.000    0.000 models.py:227(as_return)
        4    0.000    0.000    0.000    0.000 byteflow.py:1101(outgoing_edges)
        2    0.000    0.000    0.000    0.000 ssa.py:97(<listcomp>)
        2    0.000    0.000    0.000    0.000 ssa.py:211(on_other)
        2    0.000    0.000    0.000    0.000 caching.py:100(save_overload)
        2    0.000    0.000    0.000    0.000 npyimpl.py:45(update_indices)
        2    0.000    0.000    0.000    0.000 npyimpl.py:372(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 imputils.py:421(impl_ret_new_ref)
        2    0.000    0.000    0.000    0.000 lowering.py:98(pre_block)
        2    0.000    0.000    0.000    0.000 debuginfo.py:64(finalize)
        2    0.000    0.000    0.000    0.000 dispatcher.py:122(_customize_flags)
        2    0.000    0.000    0.000    0.000 byteflow.py:1094(instructions)
        2    0.000    0.000    0.000    0.000 byteflow.py:1111(outgoing_phis)
        2    0.000    0.000    0.000    0.000 byteflow.py:1253(terminate)
        2    0.000    0.000    0.000    0.000 bytecode.py:168(__iter__)
        4    0.000    0.000    0.000    0.000 typeinfer.py:1711(propagate_started)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1717(unify_finished)
        2    0.000    0.000    0.000    0.000 npyimpl.py:82(load_data)
        2    0.000    0.000    0.000    0.000 controlflow.py:282(<listcomp>)
        2    0.000    0.000    0.000    0.000 interpreter.py:441(op_NOP)
        2    0.000    0.000    0.000    0.000 npyimpl.py:48(as_values)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 functools.py:749(<listcomp>)
